pbs_code,prescriber_code,prescriber_type,schedule_code
"14322T","N","Nurse Practitioners","4535"
"14323W","M","Medical Practitioners","4535"
"14323W","N","Nurse Practitioners","4535"
"14324X","M","Medical Practitioners","4535"
"14324X","N","Nurse Practitioners","4535"
"14325Y","M","Medical Practitioners","4535"
"14325Y","N","Nurse Practitioners","4535"
"14326B","M","Medical Practitioners","4535"
"14326B","N","Nurse Practitioners","4535"
"14327C","M","Medical Practitioners","4535"
"14327C","N","Nurse Practitioners","4535"
"14328D","M","Medical Practitioners","4535"
"14328D","N","Nurse Practitioners","4535"
"14329E","M","Medical Practitioners","4535"
"14329E","N","Nurse Practitioners","4535"
"14330F","M","Medical Practitioners","4535"
"14330F","N","Nurse Practitioners","4535"
"14331G","M","Medical Practitioners","4535"
"14331G","N","Nurse Practitioners","4535"
"14332H","M","Medical Practitioners","4535"
"14332H","N","Nurse Practitioners","4535"
"14333J","M","Medical Practitioners","4535"
"14333J","N","Nurse Practitioners","4535"
"14334K","M","Medical Practitioners","4535"
"14334K","N","Nurse Practitioners","4535"
"14335L","M","Medical Practitioners","4535"
"14335L","N","Nurse Practitioners","4535"
"14336M","M","Medical Practitioners","4535"
"14336M","N","Nurse Practitioners","4535"
"14337N","M","Medical Practitioners","4535"
"14337N","N","Nurse Practitioners","4535"
"14338P","M","Medical Practitioners","4535"
"14338P","N","Nurse Practitioners","4535"
"14339Q","M","Medical Practitioners","4535"
"1433K","M","Medical Practitioners","4535"
"1433K","N","Nurse Practitioners","4535"
"14340R","M","Medical Practitioners","4535"
"14340R","N","Nurse Practitioners","4535"
"14341T","M","Medical Practitioners","4535"
"14341T","N","Nurse Practitioners","4535"
"14342W","M","Medical Practitioners","4535"
"14342W","N","Nurse Practitioners","4535"
"14343X","M","Medical Practitioners","4535"
"14343X","N","Nurse Practitioners","4535"
"14344Y","M","Medical Practitioners","4535"
"14344Y","N","Nurse Practitioners","4535"
"14345B","M","Medical Practitioners","4535"
"14345B","N","Nurse Practitioners","4535"
"14346C","M","Medical Practitioners","4535"
"14346C","N","Nurse Practitioners","4535"
"14347D","M","Medical Practitioners","4535"
"14347D","N","Nurse Practitioners","4535"
"14348E","M","Medical Practitioners","4535"
"14348E","N","Nurse Practitioners","4535"
"14349F","M","Medical Practitioners","4535"
"14349F","N","Nurse Practitioners","4535"
"1434L","M","Medical Practitioners","4535"
"1434L","N","Nurse Practitioners","4535"
"14350G","M","Medical Practitioners","4535"
"14350G","N","Nurse Practitioners","4535"
"14350G","O","Optometrist","4535"
"14351H","M","Medical Practitioners","4535"
"14351H","N","Nurse Practitioners","4535"
"14351H","O","Optometrist","4535"
"14352J","M","Medical Practitioners","4535"
"14352J","N","Nurse Practitioners","4535"
"14352J","O","Optometrist","4535"
"14353K","M","Medical Practitioners","4535"
"14353K","N","Nurse Practitioners","4535"
"14353K","O","Optometrist","4535"
"14354L","M","Medical Practitioners","4535"
"14354L","N","Nurse Practitioners","4535"
"14354L","O","Optometrist","4535"
"14355M","M","Medical Practitioners","4535"
"14355M","N","Nurse Practitioners","4535"
"14355M","O","Optometrist","4535"
"14356N","M","Medical Practitioners","4535"
"14356N","N","Nurse Practitioners","4535"
"14357P","M","Medical Practitioners","4535"
"14357P","N","Nurse Practitioners","4535"
"14358Q","M","Medical Practitioners","4535"
"14358Q","N","Nurse Practitioners","4535"
"14359R","M","Medical Practitioners","4535"
"14359R","N","Nurse Practitioners","4535"
"14360T","M","Medical Practitioners","4535"
"14360T","N","Nurse Practitioners","4535"
"14361W","M","Medical Practitioners","4535"
"14361W","N","Nurse Practitioners","4535"
"14362X","M","Medical Practitioners","4535"
"14362X","N","Nurse Practitioners","4535"
"14363Y","M","Medical Practitioners","4535"
"14364B","M","Medical Practitioners","4535"
"14364B","N","Nurse Practitioners","4535"
"14365C","M","Medical Practitioners","4535"
"14366D","M","Medical Practitioners","4535"
"14366D","N","Nurse Practitioners","4535"
"14367E","M","Medical Practitioners","4535"
"14367E","N","Nurse Practitioners","4535"
"14368F","M","Medical Practitioners","4535"
"14368F","N","Nurse Practitioners","4535"
"14369G","M","Medical Practitioners","4535"
"14369G","N","Nurse Practitioners","4535"
"14370H","M","Medical Practitioners","4535"
"14370H","N","Nurse Practitioners","4535"
"14371J","M","Medical Practitioners","4535"
"14371J","N","Nurse Practitioners","4535"
"14372K","M","Medical Practitioners","4535"
"14372K","N","Nurse Practitioners","4535"
"14373L","M","Medical Practitioners","4535"
"14373L","N","Nurse Practitioners","4535"
"14374M","M","Medical Practitioners","4535"
"14374M","N","Nurse Practitioners","4535"
"14375N","M","Medical Practitioners","4535"
"14375N","N","Nurse Practitioners","4535"
"14376P","M","Medical Practitioners","4535"
"14376P","N","Nurse Practitioners","4535"
"14377Q","M","Medical Practitioners","4535"
"14377Q","N","Nurse Practitioners","4535"
"14378R","M","Medical Practitioners","4535"
"14378R","N","Nurse Practitioners","4535"
"14379T","M","Medical Practitioners","4535"
"14379T","N","Nurse Practitioners","4535"
"1437P","M","Medical Practitioners","4535"
"1437P","N","Nurse Practitioners","4535"
"1437P","W","Midwives","4535"
"14380W","M","Medical Practitioners","4535"
"14380W","N","Nurse Practitioners","4535"
"14381X","M","Medical Practitioners","4535"
"14381X","N","Nurse Practitioners","4535"
"14382Y","M","Medical Practitioners","4535"
"14382Y","N","Nurse Practitioners","4535"
"14383B","M","Medical Practitioners","4535"
"14383B","N","Nurse Practitioners","4535"
"14384C","M","Medical Practitioners","4535"
"14384C","N","Nurse Practitioners","4535"
"14385D","M","Medical Practitioners","4535"
"14385D","N","Nurse Practitioners","4535"
"14385D","O","Optometrist","4535"
"14386E","M","Medical Practitioners","4535"
"14386E","N","Nurse Practitioners","4535"
"14386E","O","Optometrist","4535"
"14387F","M","Medical Practitioners","4535"
"14387F","N","Nurse Practitioners","4535"
"14388G","M","Medical Practitioners","4535"
"14388G","N","Nurse Practitioners","4535"
"14389H","M","Medical Practitioners","4535"
"14389H","N","Nurse Practitioners","4535"
"14390J","M","Medical Practitioners","4535"
"14390J","N","Nurse Practitioners","4535"
"14391K","M","Medical Practitioners","4535"
"14391K","N","Nurse Practitioners","4535"
"14392L","M","Medical Practitioners","4535"
"14393M","M","Medical Practitioners","4535"
"14393M","N","Nurse Practitioners","4535"
"14394N","M","Medical Practitioners","4535"
"14395P","M","Medical Practitioners","4535"
"14396Q","M","Medical Practitioners","4535"
"14397R","M","Medical Practitioners","4535"
"14397R","N","Nurse Practitioners","4535"
"14398T","M","Medical Practitioners","4535"
"14398T","N","Nurse Practitioners","4535"
"14399W","M","Medical Practitioners","4535"
"14399W","N","Nurse Practitioners","4535"
"14400X","M","Medical Practitioners","4535"
"14400X","N","Nurse Practitioners","4535"
"14401Y","M","Medical Practitioners","4535"
"14402B","M","Medical Practitioners","4535"
"14402B","N","Nurse Practitioners","4535"
"14403C","M","Medical Practitioners","4535"
"14403C","N","Nurse Practitioners","4535"
"14404D","M","Medical Practitioners","4535"
"14404D","N","Nurse Practitioners","4535"
"14405E","M","Medical Practitioners","4535"
"14405E","N","Nurse Practitioners","4535"
"14406F","M","Medical Practitioners","4535"
"14406F","N","Nurse Practitioners","4535"
"14407G","M","Medical Practitioners","4535"
"14407G","N","Nurse Practitioners","4535"
"14408H","M","Medical Practitioners","4535"
"14408H","N","Nurse Practitioners","4535"
"14409J","M","Medical Practitioners","4535"
"14409J","N","Nurse Practitioners","4535"
"1440T","M","Medical Practitioners","4535"
"1440T","N","Nurse Practitioners","4535"
"1440T","W","Midwives","4535"
"14410K","M","Medical Practitioners","4535"
"14410K","N","Nurse Practitioners","4535"
"14411L","M","Medical Practitioners","4535"
"14411L","N","Nurse Practitioners","4535"
"14412M","M","Medical Practitioners","4535"
"14412M","N","Nurse Practitioners","4535"
"14413N","M","Medical Practitioners","4535"
"14413N","N","Nurse Practitioners","4535"
"14414P","M","Medical Practitioners","4535"
"14414P","N","Nurse Practitioners","4535"
"14415Q","M","Medical Practitioners","4535"
"14415Q","N","Nurse Practitioners","4535"
"14416R","M","Medical Practitioners","4535"
"14416R","N","Nurse Practitioners","4535"
"14417T","M","Medical Practitioners","4535"
"14417T","N","Nurse Practitioners","4535"
"14418W","M","Medical Practitioners","4535"
"14418W","N","Nurse Practitioners","4535"
"14419X","M","Medical Practitioners","4535"
"14419X","N","Nurse Practitioners","4535"
"14420Y","M","Medical Practitioners","4535"
"14420Y","N","Nurse Practitioners","4535"
"14420Y","O","Optometrist","4535"
"14421B","M","Medical Practitioners","4535"
"14421B","N","Nurse Practitioners","4535"
"14421B","O","Optometrist","4535"
"14422C","M","Medical Practitioners","4535"
"14422C","N","Nurse Practitioners","4535"
"14422C","O","Optometrist","4535"
"14423D","M","Medical Practitioners","4535"
"14423D","N","Nurse Practitioners","4535"
"14423D","O","Optometrist","4535"
"14424E","M","Medical Practitioners","4535"
"14424E","N","Nurse Practitioners","4535"
"14424E","O","Optometrist","4535"
"14425F","M","Medical Practitioners","4535"
"14425F","O","Optometrist","4535"
"14426G","M","Medical Practitioners","4535"
"14426G","N","Nurse Practitioners","4535"
"14426G","O","Optometrist","4535"
"14427H","M","Medical Practitioners","4535"
"14427H","N","Nurse Practitioners","4535"
"14428J","M","Medical Practitioners","4535"
"14428J","N","Nurse Practitioners","4535"
"14429K","M","Medical Practitioners","4535"
"14429K","N","Nurse Practitioners","4535"
"14430L","M","Medical Practitioners","4535"
"14430L","N","Nurse Practitioners","4535"
"14431M","M","Medical Practitioners","4535"
"14431M","N","Nurse Practitioners","4535"
"14432N","M","Medical Practitioners","4535"
"14432N","N","Nurse Practitioners","4535"
"14433P","M","Medical Practitioners","4535"
"14433P","N","Nurse Practitioners","4535"
"14434Q","M","Medical Practitioners","4535"
"14434Q","N","Nurse Practitioners","4535"
"14435R","M","Medical Practitioners","4535"
"14435R","N","Nurse Practitioners","4535"
"14436T","M","Medical Practitioners","4535"
"14437W","M","Medical Practitioners","4535"
"14438X","M","Medical Practitioners","4535"
"14438X","N","Nurse Practitioners","4535"
"14439Y","M","Medical Practitioners","4535"
"14439Y","N","Nurse Practitioners","4535"
"1443Y","M","Medical Practitioners","4535"
"14440B","M","Medical Practitioners","4535"
"14440B","N","Nurse Practitioners","4535"
"14441C","M","Medical Practitioners","4535"
"14441C","N","Nurse Practitioners","4535"
"14442D","M","Medical Practitioners","4535"
"14442D","N","Nurse Practitioners","4535"
"14443E","M","Medical Practitioners","4535"
"14443E","N","Nurse Practitioners","4535"
"14444F","M","Medical Practitioners","4535"
"14444F","N","Nurse Practitioners","4535"
"14445G","M","Medical Practitioners","4535"
"14446H","M","Medical Practitioners","4535"
"14446H","N","Nurse Practitioners","4535"
"14447J","M","Medical Practitioners","4535"
"14447J","N","Nurse Practitioners","4535"
"14448K","M","Medical Practitioners","4535"
"14448K","N","Nurse Practitioners","4535"
"14449L","M","Medical Practitioners","4535"
"14449L","N","Nurse Practitioners","4535"
"1444B","M","Medical Practitioners","4535"
"1444B","N","Nurse Practitioners","4535"
"14450M","M","Medical Practitioners","4535"
"14450M","N","Nurse Practitioners","4535"
"14451N","M","Medical Practitioners","4535"
"14451N","N","Nurse Practitioners","4535"
"14453Q","M","Medical Practitioners","4535"
"14453Q","N","Nurse Practitioners","4535"
"14453Q","O","Optometrist","4535"
"14454R","M","Medical Practitioners","4535"
"14454R","N","Nurse Practitioners","4535"
"14455T","M","Medical Practitioners","4535"
"14455T","N","Nurse Practitioners","4535"
"14456W","M","Medical Practitioners","4535"
"14456W","N","Nurse Practitioners","4535"
"14457X","M","Medical Practitioners","4535"
"14457X","N","Nurse Practitioners","4535"
"14458Y","M","Medical Practitioners","4535"
"14458Y","N","Nurse Practitioners","4535"
"14459B","M","Medical Practitioners","4535"
"14459B","N","Nurse Practitioners","4535"
"14460C","M","Medical Practitioners","4535"
"14460C","N","Nurse Practitioners","4535"
"14461D","M","Medical Practitioners","4535"
"14461D","N","Nurse Practitioners","4535"
"14462E","M","Medical Practitioners","4535"
"14463F","M","Medical Practitioners","4535"
"14463F","N","Nurse Practitioners","4535"
"14464G","M","Medical Practitioners","4535"
"14464G","N","Nurse Practitioners","4535"
"14465H","M","Medical Practitioners","4535"
"14466J","M","Medical Practitioners","4535"
"14466J","N","Nurse Practitioners","4535"
"14467K","M","Medical Practitioners","4535"
"14467K","N","Nurse Practitioners","4535"
"14468L","M","Medical Practitioners","4535"
"14468L","N","Nurse Practitioners","4535"
"14469M","M","Medical Practitioners","4535"
"14469M","N","Nurse Practitioners","4535"
"14470N","M","Medical Practitioners","4535"
"14470N","N","Nurse Practitioners","4535"
"14471P","M","Medical Practitioners","4535"
"14471P","N","Nurse Practitioners","4535"
"14472Q","M","Medical Practitioners","4535"
"14472Q","N","Nurse Practitioners","4535"
"14473R","M","Medical Practitioners","4535"
"14473R","N","Nurse Practitioners","4535"
"14474T","M","Medical Practitioners","4535"
"14474T","N","Nurse Practitioners","4535"
"14475W","M","Medical Practitioners","4535"
"14475W","N","Nurse Practitioners","4535"
"14476X","M","Medical Practitioners","4535"
"14476X","N","Nurse Practitioners","4535"
"14477Y","M","Medical Practitioners","4535"
"14477Y","N","Nurse Practitioners","4535"
"14479C","M","Medical Practitioners","4535"
"14479C","N","Nurse Practitioners","4535"
"14480D","M","Medical Practitioners","4535"
"14480D","N","Nurse Practitioners","4535"
"14481E","M","Medical Practitioners","4535"
"14482F","M","Medical Practitioners","4535"
"14483G","M","Medical Practitioners","4535"
"14483G","N","Nurse Practitioners","4535"
"14484H","M","Medical Practitioners","4535"
"14484H","N","Nurse Practitioners","4535"
"14485J","M","Medical Practitioners","4535"
"14485J","N","Nurse Practitioners","4535"
"14486K","M","Medical Practitioners","4535"
"14486K","N","Nurse Practitioners","4535"
"14487L","M","Medical Practitioners","4535"
"14487L","N","Nurse Practitioners","4535"
"14488M","M","Medical Practitioners","4535"
"14488M","N","Nurse Practitioners","4535"
"14489N","M","Medical Practitioners","4535"
"14489N","N","Nurse Practitioners","4535"
"14490P","M","Medical Practitioners","4535"
"14490P","N","Nurse Practitioners","4535"
"14491Q","M","Medical Practitioners","4535"
"14491Q","N","Nurse Practitioners","4535"
"14491Q","O","Optometrist","4535"
"14492R","M","Medical Practitioners","4535"
"14492R","N","Nurse Practitioners","4535"
"14492R","O","Optometrist","4535"
"14493T","M","Medical Practitioners","4535"
"14493T","N","Nurse Practitioners","4535"
"14493T","O","Optometrist","4535"
"14494W","M","Medical Practitioners","4535"
"14494W","N","Nurse Practitioners","4535"
"14494W","O","Optometrist","4535"
"14495X","M","Medical Practitioners","4535"
"14495X","N","Nurse Practitioners","4535"
"14495X","O","Optometrist","4535"
"14496Y","M","Medical Practitioners","4535"
"14496Y","N","Nurse Practitioners","4535"
"14496Y","O","Optometrist","4535"
"14497B","M","Medical Practitioners","4535"
