atc_code,atc_description,atc_level,atc_parent_code,schedule_code
"L01XX73","sotorasib","5","L01XX","4535"
"L01XX74","belzutifan","5","L01XX","4535"
"L01XX75","tebentafusp","5","L01XX","4535"
"L01XX77","adagrasib","5","L01XX","4535"
"L01XX78","navitoclax","5","L01XX","4535"
"L01XX79","eflornithine","5","L01XX","4535"
"L01XX80","imetelstat","5","L01XX","4535"
"L01XX81","nirogacestat","5","L01XX","4535"
"L01XX82","darinaparsin","5","L01XX","4535"
"L01XX83","para-toluenesulfonamide","5","L01XX","4535"
"L01XX84","pelabresib","5","L01XX","4535"
"L01XX85","idroxioleic acid","5","L01XX","4535"
"L01XX86","calaspargase pegol","5","L01XX","4535"
"L01XY","Combinations of antineoplastic agents","4","L01X","4535"
"L01XY01","cytarabine and daunorubicin","5","L01XY","4535"
"L01XY02","pertuzumab and trastuzumab","5","L01XY","4535"
"L01XY03","nivolumab and relatlimab","5","L01XY","4535"
"L01XY04","bifikafusp alfa and onfekafusp alfa","5","L01XY","4535"
"L02","ENDOCRINE THERAPY","2","L","4535"
"L02A","HORMONES AND RELATED AGENTS","3","L02","4535"
"L02AA","Estrogens","4","L02A","4535"
"L02AA01","diethylstilbestrol","5","L02AA","4535"
"L02AA02","polyestradiol phosphate","5","L02AA","4535"
"L02AA03","ethinylestradiol","5","L02AA","4535"
"L02AA04","fosfestrol","5","L02AA","4535"
"L02AB","Progestogens","4","L02A","4535"
"L02AB01","megestrol","5","L02AB","4535"
"L02AB02","medroxyprogesterone","5","L02AB","4535"
"L02AB03","gestonorone","5","L02AB","4535"
"L02AE","Gonadotropin releasing hormone analogues","4","L02A","4535"
"L02AE01","buserelin","5","L02AE","4535"
"L02AE02","leuprorelin","5","L02AE","4535"
"L02AE03","goserelin","5","L02AE","4535"
"L02AE04","triptorelin","5","L02AE","4535"
"L02AE05","histrelin","5","L02AE","4535"
"L02AE51","leuprorelin and bicalutamide","5","L02AE","4535"
"L02AX","Other hormones","4","L02A","4535"
"L02B","HORMONE ANTAGONISTS AND RELATED AGENTS","3","L02","4535"
"L02BA","Anti-estrogens","4","L02B","4535"
"L02BA01","tamoxifen","5","L02BA","4535"
"L02BA02","toremifene","5","L02BA","4535"
"L02BA03","fulvestrant","5","L02BA","4535"
"L02BA04","elacestrant","5","L02BA","4535"
"L02BB","Anti-androgens","4","L02B","4535"
"L02BB01","flutamide","5","L02BB","4535"
"L02BB02","nilutamide","5","L02BB","4535"
"L02BB03","bicalutamide","5","L02BB","4535"
"L02BB04","enzalutamide","5","L02BB","4535"
"L02BB05","apalutamide","5","L02BB","4535"
"L02BB06","darolutamide","5","L02BB","4535"
"L02BG","Aromatase inhibitors","4","L02B","4535"
"L02BG01","aminoglutethimide","5","L02BG","4535"
"L02BG02","formestane","5","L02BG","4535"
"L02BG03","anastrozole","5","L02BG","4535"
"L02BG04","letrozole","5","L02BG","4535"
"L02BG05","vorozole","5","L02BG","4535"
"L02BG06","exemestane","5","L02BG","4535"
"L02BX","Other hormone antagonists and related agents","4","L02B","4535"
"L02BX01","abarelix","5","L02BX","4535"
"L02BX02","degarelix","5","L02BX","4535"
"L02BX03","abiraterone","5","L02BX","4535"
"L02BX04","relugolix","5","L02BX","4535"
"L02BX53","abiraterone and corticosteroids","5","L02BX","4535"
"L02BZ","Anti-adrenal steroids","4","L02B","4535"
"L03","IMMUNOSTIMULANTS","2","L","4535"
"L03A","IMMUNOSTIMULANTS","3","L03","4535"
"L03AA","Colony stimulating factors","4","L03A","4535"
"L03AA01","Interleukin 2","5","L03AA","4535"
"L03AA02","filgrastim","5","L03AA","4535"
"L03AA03","molgramostim","5","L03AA","4535"
"L03AA04","Interferon alfa","5","L03AA","4535"
"L03AA05","Poly I:C","5","L03AA","4535"
"L03AA06","Poly ICLC","5","L03AA","4535"
"L03AA07","Thymopentin","5","L03AA","4535"
"L03AA08","Interferon gamma","5","L03AA","4535"
"L03AA09","sargramostim","5","L03AA","4535"
"L03AA10","lenograstim","5","L03AA","4535"
"L03AA11","Interferon beta","5","L03AA","4535"
"L03AA12","ancestim","5","L03AA","4535"
"L03AA13","pegfilgrastim","5","L03AA","4535"
"L03AA14","lipegfilgrastim","5","L03AA","4535"
"L03AA15","balugrastim","5","L03AA","4535"
"L03AA16","empegfilgrastim","5","L03AA","4535"
"L03AA17","pegteograstim","5","L03AA","4535"
"L03AA18","efbemalenograstim alfa","5","L03AA","4535"
"L03AA19","eflapegrastim","5","L03AA","4535"
"L03AB","Interferons","4","L03A","4535"
"L03AB01","interferon alfa natural","5","L03AB","4535"
"L03AB02","interferon beta natural","5","L03AB","4535"
"L03AB03","interferon gamma","5","L03AB","4535"
"L03AB04","interferon alfa-2a","5","L03AB","4535"
"L03AB05","interferon alfa-2b","5","L03AB","4535"
"L03AB06","interferon alfa-n1","5","L03AB","4535"
"L03AB07","interferon beta-1a","5","L03AB","4535"
"L03AB08","interferon beta-1b","5","L03AB","4535"
"L03AB09","interferon alfacon-1","5","L03AB","4535"
"L03AB10","peginterferon alfa-2b","5","L03AB","4535"
"L03AB11","peginterferon alfa-2a","5","L03AB","4535"
"L03AB12","albinterferon alfa-2b","5","L03AB","4535"
"L03AB13","peginterferon beta-1a","5","L03AB","4535"
"L03AB14","cepeginterferon alfa-2b","5","L03AB","4535"
"L03AB15","ropeginterferon alfa-2b","5","L03AB","4535"
"L03AB16","peginterferon alfacon-2","5","L03AB","4535"
"L03AB17","sampeginterferon beta-1a","5","L03AB","4535"
"L03AB60","peginterferon alfa-2b, combinations","5","L03AB","4535"
"L03AB61","peginterferon alfa-2a, combinations","5","L03AB","4535"
"L03AC","Interleukins","4","L03A","4535"
"L03AC01","aldesleukin","5","L03AC","4535"
"L03AC02","oprelvekin","5","L03AC","4535"
"L03AX","Other immunostimulants","4","L03A","4535"
"L03AX01","lentinan","5","L03AX","4535"
"L03AX02","roquinimex","5","L03AX","4535"
"L03AX03","BCG vaccine","5","L03AX","4535"
"L03AX04","pegademase","5","L03AX","4535"
"L03AX05","pidotimod","5","L03AX","4535"
"L03AX06","Edrecolomab","5","L03AX","4535"
"L03AX07","poly I:C","5","L03AX","4535"
"L03AX08","poly ICLC","5","L03AX","4535"
"L03AX09","thymopentin","5","L03AX","4535"
"L03AX10","immunocyanin","5","L03AX","4535"
"L03AX11","tasonermin","5","L03AX","4535"
"L03AX12","melanoma vaccine","5","L03AX","4535"
"L03AX13","glatiramer acetate","5","L03AX","4535"
"L03AX14","histamine dihydrochloride","5","L03AX","4535"
"L03AX15","mifamurtide","5","L03AX","4535"
"L03AX16","plerixafor","5","L03AX","4535"
"L03AX17","sipuleucel-T","5","L03AX","4535"
"L03AX18","cridanimod","5","L03AX","4535"
"L03AX19","dasiprotimut-T","5","L03AX","4535"
"L03AX21","elapegademase","5","L03AX","4535"
"L03AX22","leniolisib","5","L03AX","4535"
"L03AX23","motixafortide","5","L03AX","4535"
"L03AX24","mavorixafor","5","L03AX","4535"
"L04","IMMUNOSUPPRESSANTS","2","L","4535"
"L04A","IMMUNOSUPPRESSANTS","3","L04","4535"
"L04AA","Selective immunosuppressants","4","L04A","4535"
"L04AA01","Ciclosporin","5","L04AA","4535"
"L04AA02","muromonab-CD3","5","L04AA","4535"
"L04AA03","antilymphocyte immunoglobulin (horse)","5","L04AA","4535"
"L04AA04","antithymocyte immunoglobulin (rabbit)","5","L04AA","4535"
"L04AA05","Tacrolimus","5","L04AA","4535"
"L04AA06","mycophenolic acid","5","L04AA","4535"
"L04AA07","Glatiramer acetate","5","L04AA","4535"
"L04AA08","Daclizumab","5","L04AA","4535"
"L04AA09","Basiliximab","5","L04AA","4535"
"L04AA10","sirolimus","5","L04AA","4535"
"L04AA11","Etanercept","5","L04AA","4535"
"L04AA12","Infliximab","5","L04AA","4535"
"L04AA13","leflunomide","5","L04AA","4535"
"L04AA14","Anakinra","5","L04AA","4535"
"L04AA15","alefacept","5","L04AA","4535"
"L04AA16","Afelimomab","5","L04AA","4535"
"L04AA17","Adalimumab","5","L04AA","4535"
"L04AA18","everolimus","5","L04AA","4535"
"L04AA19","gusperimus","5","L04AA","4535"
"L04AA21","efalizumab","5","L04AA","4535"
"L04AA22","abetimus","5","L04AA","4535"
"L04AA23","natalizumab","5","L04AA","4535"
"L04AA24","abatacept","5","L04AA","4535"
"L04AA25","eculizumab","5","L04AA","4535"
"L04AA26","belimumab","5","L04AA","4535"
"L04AA27","fingolimod","5","L04AA","4535"
"L04AA28","belatacept","5","L04AA","4535"
"L04AA29","tofacitinib","5","L04AA","4535"
"L04AA31","teriflunomide","5","L04AA","4535"
"L04AA32","apremilast","5","L04AA","4535"
"L04AA33","vedolizumab","5","L04AA","4535"
"L04AA34","alemtuzumab","5","L04AA","4535"
"L04AA35","begelomab","5","L04AA","4535"
"L04AA36","ocrelizumab","5","L04AA","4535"
"L04AA37","baricitinib","5","L04AA","4535"
"L04AA38","ozanimod","5","L04AA","4535"
"L04AA39","emapalumab","5","L04AA","4535"
"L04AA40","cladribine","5","L04AA","4535"
"L04AA41","imlifidase","5","L04AA","4535"
"L04AA42","siponimod","5","L04AA","4535"
"L04AA43","ravulizumab","5","L04AA","4535"
"L04AA44","upadacitinib","5","L04AA","4535"
"L04AA45","filgotinib","5","L04AA","4535"
"L04AA46","itacitinib","5","L04AA","4535"
"L04AA47","inebilizumab","5","L04AA","4535"
"L04AA48","belumosudil","5","L04AA","4535"
"L04AA49","peficitinib","5","L04AA","4535"
"L04AA50","ponesimod","5","L04AA","4535"
"L04AA51","anifrolumab","5","L04AA","4535"
"L04AA52","ofatumumab","5","L04AA","4535"
"L04AA53","teprotumumab","5","L04AA","4535"
"L04AA54","pegcetacoplan","5","L04AA","4535"
"L04AA55","sutimlimab","5","L04AA","4535"
"L04AA56","deucravacitinib","5","L04AA","4535"
"L04AA57","ublituximab","5","L04AA","4535"
"L04AA58","efgartigimod alfa","5","L04AA","4535"
"L04AA59","avacopan","5","L04AA","4535"
"L04AA60","remibrutinib","5","L04AA","4535"
"L04AB","Tumor necrosis factor alpha (TNF-alpha) inhibitors","4","L04A","4535"
"L04AB01","etanercept","5","L04AB","4535"
"L04AB02","infliximab","5","L04AB","4535"
"L04AB03","afelimomab","5","L04AB","4535"
"L04AB04","adalimumab","5","L04AB","4535"
"L04AB05","certolizumab pegol","5","L04AB","4535"
"L04AB06","golimumab","5","L04AB","4535"
"L04AB07","opinercept","5","L04AB","4535"
"L04AC","Interleukin inhibitors","4","L04A","4535"
"L04AC01","daclizumab","5","L04AC","4535"
"L04AC02","basiliximab","5","L04AC","4535"
"L04AC03","anakinra","5","L04AC","4535"
"L04AC04","rilonacept","5","L04AC","4535"
"L04AC05","ustekinumab","5","L04AC","4535"
"L04AC06","mepolizumab","5","L04AC","4535"
"L04AC07","tocilizumab","5","L04AC","4535"
"L04AC08","canakinumab","5","L04AC","4535"
"L04AC09","briakinumab","5","L04AC","4535"
"L04AC10","secukinumab","5","L04AC","4535"
"L04AC11","siltuximab","5","L04AC","4535"
"L04AC12","brodalumab","5","L04AC","4535"
"L04AC13","ixekizumab","5","L04AC","4535"
"L04AC14","sarilumab","5","L04AC","4535"
"L04AC15","sirukumab","5","L04AC","4535"
"L04AC16","guselkumab","5","L04AC","4535"
"L04AC17","tildrakizumab","5","L04AC","4535"
"L04AC18","risankizumab","5","L04AC","4535"
"L04AC19","satralizumab","5","L04AC","4535"
"L04AC20","netakimab","5","L04AC","4535"
"L04AC21","bimekizumab","5","L04AC","4535"
"L04AC22","spesolimab","5","L04AC","4535"
"L04AC23","olokizumab","5","L04AC","4535"
"L04AC24","mirikizumab","5","L04AC","4535"
"L04AC25","levilimab","5","L04AC","4535"
"L04AC26","goflikicept","5","L04AC","4535"
"L04AD","Calcineurin inhibitors","4","L04A","4535"
"L04AD01","ciclosporin","5","L04AD","4535"
"L04AD02","tacrolimus","5","L04AD","4535"
"L04AD03","voclosporin","5","L04AD","4535"
"L04AE","Sphingosine-1-phosphate (S1P) receptor modulators","4","L04A","4535"
"L04AE01","fingolimod","5","L04AE","4535"
"L04AE02","ozanimod","5","L04AE","4535"
"L04AE03","siponimod","5","L04AE","4535"
"L04AE04","ponesimod","5","L04AE","4535"
"L04AE05","etrasimod","5","L04AE","4535"
"L04AF","Janus-associated kinase (JAK) inhibitors","4","L04A","4535"
"L04AF01","tofacitinib","5","L04AF","4535"
"L04AF02","baricitinib","5","L04AF","4535"
"L04AF03","upadacitinib","5","L04AF","4535"
"L04AF04","filgotinib","5","L04AF","4535"
"L04AF05","itacitinib","5","L04AF","4535"
"L04AF06","peficitinib","5","L04AF","4535"
"L04AF07","deucravacitinib","5","L04AF","4535"
"L04AF08","ritlecitinib","5","L04AF","4535"
"L04AG","Monoclonal antibodies","4","L04A","4535"
"L04AG01","muromonab-CD3","5","L04AG","4535"
"L04AG02","efalizumab","5","L04AG","4535"
"L04AG03","natalizumab","5","L04AG","4535"
"L04AG04","belimumab","5","L04AG","4535"
"L04AG05","vedolizumab","5","L04AG","4535"
"L04AG06","alemtuzumab","5","L04AG","4535"
"L04AG07","begelomab","5","L04AG","4535"
"L04AG08","ocrelizumab","5","L04AG","4535"
"L04AG09","emapalumab","5","L04AG","4535"
"L04AG10","inebilizumab","5","L04AG","4535"
"L04AG11","anifrolumab","5","L04AG","4535"
"L04AG12","ofatumumab","5","L04AG","4535"
"L04AG13","teprotumumab","5","L04AG","4535"
"L04AG14","ublituximab","5","L04AG","4535"
"L04AG15","divozilimab","5","L04AG","4535"
"L04AG16","rozanolixizumab","5","L04AG","4535"
"L04AG17","seniprutug","5","L04AG","4535"
"L04AH","Mammalian target of rapamycin (mTOR) kinase inhibitors","4","L04A","4535"
"L04AH01","sirolimus","5","L04AH","4535"
"L04AH02","everolimus","5","L04AH","4535"
"L04AJ","Complement inhibitors","4","L04A","4535"
"L04AJ01","eculizumab","5","L04AJ","4535"
"L04AJ02","ravulizumab","5","L04AJ","4535"
"L04AJ03","pegcetacoplan","5","L04AJ","4535"
"L04AJ04","sutimlimab","5","L04AJ","4535"
"L04AJ05","avacopan","5","L04AJ","4535"
"L04AJ06","zilucoplan","5","L04AJ","4535"
"L04AJ07","crovalimab","5","L04AJ","4535"
"L04AJ08","iptacopan","5","L04AJ","4535"
"L04AJ09","danicopan","5","L04AJ","4535"
"L04AJ10","vilobelimab","5","L04AJ","4535"
"L04AJ11","pozelimab","5","L04AJ","4535"
"L04AK","Dihydroorotate dehydrogenase (DHODH) inhibitors","4","L04A","4535"
"L04AK01","leflunomide","5","L04AK","4535"
"L04AK02","teriflunomide","5","L04AK","4535"
"L04AX","Other immunosuppressants","4","L04A","4535"
"L04AX01","azathioprine","5","L04AX","4535"
"L04AX02","thalidomide","5","L04AX","4535"
"L04AX03","methotrexate","5","L04AX","4535"
"L04AX04","lenalidomide","5","L04AX","4535"
"L04AX05","pirfenidone","5","L04AX","4535"
"L04AX06","pomalidomide","5","L04AX","4535"
"L04AX07","dimethyl fumarate","5","L04AX","4535"
"L04AX08","darvadstrocel","5","L04AX","4535"
"L04AX09","diroximel fumarate","5","L04AX","4535"
"L04AX10","tegomil fumarate","5","L04AX","4535"
"L04AY","THERAPEUTIC RADIOPHARMACEUTICALS","4","L04A","4535"
"L04AZ","Non-radioisotopes used in conjunction with L04AX","4","L04A","4535"
"L04B","THERAPEUTIC RADIOISOTOPES","3","L04","4535"
"L04BA","THERAPEUTIC RADIOISOTOPES","4","L04B","4535"
"L04BB","THERAPEUTIC RADIOPHARMACEUTICALS","4","L04B","4535"
"L04BC","NON-RADIOISOTOPES USED IN CONJUNCTION WITH L04BA","4","L04B","4535"
"L04BX","PHOTOSENSITISERS IN PHOTORADIATION THERAPY","4","L04B","4535"
"M","MUSCULO-SKELETAL SYSTEM","1","null","4535"
"M00","MUSCULO-SKELETAL SYSTEM","2","M","4535"
"M01","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","2","M","4535"
"M01A","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","3","M01","4535"
"M01AA","Butylpyrazolidines","4","M01A","4535"
"M01AA01","phenylbutazone","5","M01AA","4535"
"M01AA02","mofebutazone","5","M01AA","4535"
"M01AA03","oxyphenbutazone","5","M01AA","4535"
"M01AA04","Azapropazone","5","M01AA","4535"
"M01AA05","clofezone","5","M01AA","4535"
"M01AA06","kebuzone","5","M01AA","4535"
"M01AB","Acetic acid derivatives and related substances","4","M01A","4535"
"M01AB01","indometacin","5","M01AB","4535"
"M01AB02","sulindac","5","M01AB","4535"
"M01AB03","tolmetin","5","M01AB","4535"
"M01AB04","zomepirac","5","M01AB","4535"
"M01AB05","diclofenac","5","M01AB","4535"
"M01AB06","alclofenac","5","M01AB","4535"
"M01AB07","bumadizone","5","M01AB","4535"
"M01AB08","etodolac","5","M01AB","4535"
"M01AB09","lonazolac","5","M01AB","4535"
"M01AB10","fentiazac","5","M01AB","4535"
"M01AB11","acemetacin","5","M01AB","4535"
"M01AB12","difenpiramide","5","M01AB","4535"
"M01AB13","oxametacin","5","M01AB","4535"
"M01AB14","proglumetacin","5","M01AB","4535"
"M01AB15","ketorolac","5","M01AB","4535"
"M01AB16","aceclofenac","5","M01AB","4535"
"M01AB17","bufexamac","5","M01AB","4535"
"M01AB51","indometacin, combinations","5","M01AB","4535"
"M01AB55","diclofenac, combinations","5","M01AB","4535"
"M01AC","Oxicams","4","M01A","4535"
"M01AC01","piroxicam","5","M01AC","4535"
"M01AC02","tenoxicam","5","M01AC","4535"
"M01AC04","droxicam","5","M01AC","4535"
"M01AC05","lornoxicam","5","M01AC","4535"
"M01AC06","meloxicam","5","M01AC","4535"
"M01AC56","meloxicam, combinations","5","M01AC","4535"
"M01AE","Propionic acid derivatives","4","M01A","4535"
"M01AE01","ibuprofen","5","M01AE","4535"
"M01AE02","naproxen","5","M01AE","4535"
"M01AE03","ketoprofen","5","M01AE","4535"
"M01AE04","fenoprofen","5","M01AE","4535"
"M01AE05","fenbufen","5","M01AE","4535"
"M01AE06","benoxaprofen","5","M01AE","4535"
"M01AE07","suprofen","5","M01AE","4535"
"M01AE08","pirprofen","5","M01AE","4535"
"M01AE09","flurbiprofen","5","M01AE","4535"
"M01AE10","indoprofen","5","M01AE","4535"
"M01AE11","tiaprofenic acid","5","M01AE","4535"
"M01AE12","oxaprozin","5","M01AE","4535"
"M01AE13","ibuproxam","5","M01AE","4535"
"M01AE14","dexibuprofen","5","M01AE","4535"
"M01AE15","flunoxaprofen","5","M01AE","4535"
"M01AE16","alminoprofen","5","M01AE","4535"
"M01AE17","dexketoprofen","5","M01AE","4535"
"M01AE18","naproxcinod","5","M01AE","4535"
"M01AE19","loxoprofen","5","M01AE","4535"
"M01AE20","pelubiprofen","5","M01AE","4535"
"M01AE51","ibuprofen, combinations","5","M01AE","4535"
"M01AE52","naproxen and esomeprazole","5","M01AE","4535"
"M01AE53","ketoprofen, combinations","5","M01AE","4535"
"M01AE56","naproxen and misoprostol","5","M01AE","4535"
"M01AE57","naproxen and diphenhydramine","5","M01AE","4535"
"M01AG","Fenamates","4","M01A","4535"
"M01AG01","mefenamic acid","5","M01AG","4535"
"M01AG02","tolfenamic acid","5","M01AG","4535"
"M01AG03","flufenamic acid","5","M01AG","4535"
"M01AG04","meclofenamic acid","5","M01AG","4535"
"M01AH","Coxibs","4","M01A","4535"
"M01AH01","celecoxib","5","M01AH","4535"
"M01AH02","rofecoxib","5","M01AH","4535"
"M01AH03","valdecoxib","5","M01AH","4535"
"M01AH04","parecoxib","5","M01AH","4535"
"M01AH05","etoricoxib","5","M01AH","4535"
"M01AH06","lumiracoxib","5","M01AH","4535"
"M01AH07","polmacoxib","5","M01AH","4535"
"M01AX","Other antiinflammatory and antirheumatic agents, non-steroids","4","M01A","4535"
"M01AX01","nabumetone","5","M01AX","4535"
"M01AX02","niflumic acid","5","M01AX","4535"
"M01AX03","Ketorolac","5","M01AX","4535"
"M01AX04","azapropazone","5","M01AX","4535"
"M01AX05","glucosamine","5","M01AX","4535"
"M01AX07","benzydamine","5","M01AX","4535"
"M01AX12","glucosaminoglycan polysulfate","5","M01AX","4535"
"M01AX13","proquazone","5","M01AX","4535"
"M01AX14","orgotein","5","M01AX","4535"
"M01AX17","nimesulide","5","M01AX","4535"
"M01AX18","feprazone","5","M01AX","4535"
"M01AX21","diacerein","5","M01AX","4535"
"M01AX22","morniflumate","5","M01AX","4535"
"M01AX23","tenidap","5","M01AX","4535"
"M01AX24","oxaceprol","5","M01AX","4535"
"M01AX25","chondroitin sulfate","5","M01AX","4535"
"M01AX26","avocado and soyabean oil, unsaponifiables","5","M01AX","4535"
"M01AX68","feprazone, combinations","5","M01AX","4535"
"M01B","ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION","3","M01","4535"
"M01BA","Antiinflammatory/antirheumatic agents in combination with corticosteroids","4","M01B","4535"
"M01BA01","phenylbutazone and corticosteroids","5","M01BA","4535"
"M01BA02","dipyrocetyl and corticosteroids","5","M01BA","4535"
"M01BA03","acetylsalicylic acid and corticosteroids","5","M01BA","4535"
"M01BX","Other antiinflammatory/antirheumatic agents in combination with other drugs","4","M01B","4535"
"M01C","SPECIFIC ANTIRHEUMATIC AGENTS","3","M01","4535"
"M01CA","Quinolines","4","M01C","4535"
"M01CA03","oxycinchophen","5","M01CA","4535"
"M01CB","Gold preparations","4","M01C","4535"
"M01CB01","sodium aurothiomalate","5","M01CB","4535"
"M01CB02","sodium aurotiosulfate","5","M01CB","4535"
"M01CB03","auranofin","5","M01CB","4535"
"M01CB04","aurothioglucose","5","M01CB","4535"
"M01CB05","aurotioprol","5","M01CB","4535"
"M01CC","Penicillamine and similar agents","4","M01C","4535"
"M01CC01","penicillamine","5","M01CC","4535"
"M01CC02","bucillamine","5","M01CC","4535"
"M01CX","Other specific antirheumatic agents","4","M01C","4535"
"M02","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","2","M","4535"
"M02A","TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN","3","M02","4535"
"M02AA","Antiinflammatory preparations, non-steroids for topical use","4","M02A","4535"
"M02AA01","phenylbutazone","5","M02AA","4535"
"M02AA02","mofebutazone","5","M02AA","4535"
"M02AA03","clofezone","5","M02AA","4535"
"M02AA04","oxyphenbutazone","5","M02AA","4535"
"M02AA05","benzydamine","5","M02AA","4535"
"M02AA06","etofenamate","5","M02AA","4535"
"M02AA07","piroxicam","5","M02AA","4535"
"M02AA08","felbinac","5","M02AA","4535"
"M02AA09","bufexamac","5","M02AA","4535"
"M02AA10","ketoprofen","5","M02AA","4535"
"M02AA11","bendazac","5","M02AA","4535"
"M02AA12","naproxen","5","M02AA","4535"
"M02AA13","ibuprofen","5","M02AA","4535"
"M02AA14","fentiazac","5","M02AA","4535"
"M02AA15","diclofenac","5","M02AA","4535"
